TEXT (BAHASA),TEXT (ENGLISH),DATA STATUS,FIRST ANNOTATOR,SECOND ANNOTATOR
"Suatu peristiwa dalam hidup saya ketika saya memiliki pemikiran yang menyaring informasi negatif sebagai fokus sudut pandang saya adalah ketika saya mengikuti sebuah kompetisi debat tingkat sekolah 

Sebelum kompetisi dimulai, saya merasa sangat gugup dan khawatir bahwa saya tidak akan mampu bersaing dengan peserta lain yang lebih berpengalaman. Saya terus memikirkan bagaimana pesaing saya mungkin memiliki kelebihan dan kualitas yang lebih baik daripada saya.

Ketika kompetisi dimulai, saya mulai memperhatikan setiap kesalahan dan kekurangan yang saya lakukan selama berpidato. Saya terus membandingkan diri saya dengan peserta lain dan merasa bahwa $saya tidak sebaik mereka.$ Pikiran negatif ini membuat saya semakin tidak percaya diri dan sulit untuk fokus pada pidato saya sendiri.

Namun, setelah beberapa waktu, saya menyadari bahwa pemikiran negatif ini hanya menghalangi kemampuan saya untuk berkembang dan tampil sebaik mungkin. Saya menyadari bahwa setiap peserta pasti memiliki kelemahan dan kesalahan, dan itu adalah bagian dari proses belajar dan tumbuh.

Saya kemudian mengubah sudut pandang saya dan mulai fokus pada hal-hal positif yang saya lakukan selama pidato. Saya memperhatikan kemajuan yang telah saya capai sejak awal persiapan hingga saat ini, dan itu memberi saya kepercayaan diri yang lebih besar.

Saat berbicara dengan para peserta lain setelah kompetisi, saya menyadari bahwa banyak dari mereka juga memiliki pemikiran yang sama. Mereka juga merasa tidak cukup baik atau khawatir tentang kesalahan yang mereka buat. Kami saling mendukung dan mengingatkan satu sama lain bahwa kompetisi adalah kesempatan untuk belajar dan tumbuh, bukan hanya tentang hasil akhir.

Peristiwa ini mengajarkan saya pentingnya mengubah sudut pandang negatif menjadi positif. Saya belajar untuk fokus pada kemajuan yang telah saya capai dan untuk tidak membandingkan diri saya dengan orang lain. Saya menyadari bahwa setiap individu memiliki perjalanan dan proses belajar yang berbeda, dan yang terpenting adalah berusaha melakukan yang terbaik yang kita bisa.","An event in my life when I had thoughts that filtered out negative information as the focus of my perspective was when I participated in a school-level debate competition 

Before the competition started, I felt very nervous and worried that I would not be able to compete with other more experienced participants. I keep thinking about how my competitors might have better advantages and qualities than me.

When the competition started, I started to notice every mistake and shortcoming I made during my speech. I kept comparing myself with other participants and felt that $I was not as good as them.$ These negative thoughts made me increasingly less confident and made it difficult to focus on my own speech.

However, after some time, I realized that these negative thoughts were only hindering my ability to develop and perform at my best. I realize that every participant has weaknesses and mistakes, and that is part of the learning and growing process.

I then changed my perspective and started focusing on the positive things I did during the speech. I noticed the progress I have made since the start of preparation to now, and it gives me greater confidence.

While talking to other participants after the competition, I realized that many of them also had the same thoughts. They also feel like they are not good enough or worry about mistakes they have made. We support each other and remind each other that competition is an opportunity to learn and grow, not just about the end result.

This incident taught me the importance of changing a negative perspective to a positive one. I learned to focus on the progress I have made and to not compare myself to others. I realize that each individual has a different journey and learning process, and the most important thing is to try to do the best we can.",RAW-ORI,Labeling,Labeling
Saya sering merasa bahwa $ketika orang menunjukkan pujian yang berlebihan kepada saya merupakan salah satu tindakan sarkasme.$,I often feel that when people show me excessive praise it is an act of sarcasm.,RAW-ORI,Labeling,Labeling
"Pada suatu hari saya mengikuti kegiatan organisasi dan disitu saya mengemukakan pendapat saya, $tapi saya merasa pendapat saya kurang tepat dan saya kecewa dengan pendapat yg saya kemukakan$","One day I took part in an organizational activity and there I expressed my opinion, but I felt that my opinion was not right and I was disappointed with the opinion I expressed.",RAW-ORI,Labeling,Labeling
Saya mengira $orang yang merokok itu selalu jahat$,I thought $people who smoke were always bad$,RAW-ORI,Labeling,Labeling
Saya selalu menyangka bahwa $murid yang mencontek adalah hal buruk.$,I always thought that $students cheating was a bad thing.$,RAW-ORI,Labeling,Labeling
$Selalu mengatakan diri bodoh$ ketika saya kuliah di prodi saya yang sekarang membuat saya tidak ingin belajar,$Always calling myself stupid$ when I was studying in my study program which now makes me not want to study,RAW-ORI,Labeling,Labeling
"Pernah saat saya SMP, $saya merasa diri saya bodoh$ karena banyak teman saya yang jauh lebih pintar dari saya","Once when I was in junior high school, I felt I was stupid because many of my friends were much smarter than me",RAW-ORI,Labeling,Labeling
"Ini terjadi baru-baru ini, mama dan banyak orang lainnya sering bilang kalo saya bukan orang yang gagal, karena mereka melihat sejumlah pencapaian yang Tuhan ijinkan untuk saya boleh terima. $Tapi saya masih memandang diri saya rendah & masih belum bisa memberi apa-apa.$","This happened recently, my mother and many other people often say that I am not a failure, because they see a number of achievements that God has allowed me to receive. $But I still look down on myself & still can't give anything.$",RAW-ORI,Labeling,Labeling
"Saya selalu berpikir bahwa saya tidak cocok untuk berada di suatu bidang yang saya lumayan kuasai. Saya selalu merasa kalah dari orang lain, bahkan dari mereka yang belum begitu mahir. $Saya merasa sangat bodoh dan payah dalam segala hal yang saya lakukan.$","I always thought that I was not cut out to be in a field that I was quite good at. I always feel like I'm losing out to other people, even those who aren't that skilled. $I feel so stupid and terrible at everything I do.$",RAW-ORI,Labeling,Labeling
"Hal ini terjadi ketika saya mengikuti wawancara untuk kegiatan pertukaran pelajar. Saya telah menyiapkan diri dengan baik, mengumpulkan informasi, dan merasa cukup yakin.Saat tiba di lokasi wawancara, suasana hati saya tiba-tiba berubah menjadi gelisah. Saya mulai merasa sangat tertekan dan terobsesi dengan berbagai kemungkinan pertanyaan wawancara yang sulit. Saya mulai meremehkan diri saya sendiri, $berpikir bahwa saya tidak cukup kompeten atau berpengalaman untuk program tersebut$, dan merasa seperti orang lain yang berkompetisi pasti lebih baik daripada saya. Selama wawancara berlangsung, saya merasa bahwa saya tidak memberikan jawaban yang memadai atau meyakinkan. Saya terus memikirkan kesalahan-kesalahan yang saya anggap saya buat selama wawancara, dan itu membuat saya semakin cemas dan tidak fokus.","This happened when I took part in an interview for a student exchange activity. I had prepared myself well, gathered information, and felt quite confident. When I arrived at the interview location, my mood suddenly turned anxious. I started to feel very stressed and obsessed with the possibility of difficult interview questions. I started to underestimate myself, $thinking that I wasn't competent or experienced enough for the program$, and feeling like everyone else competing must be better than me. During the interview, I felt that I did not provide adequate or convincing answers. I kept thinking about the mistakes I thought I made during the interview, and it made me even more anxious and unfocused.",RAW-ORI,Labeling,Labeling
"$Saya berasa orang paling bodoh karna saya pernah mendapat ulangan harian matematika hanya 50$, tetapi di ujian semester saya mendapat 90","$ I feel like the stupidest person because I once got a daily math test for only 50 $, but in the semester exam I got 90",RAW-ORI,Labeling,Labeling
merasa $tidak mampu melakukan apapun$,feel $unable to do anything$,RAW-ORI,Labeling,Labeling
"Sebelum utbk, progres skor saya memuaskan, saya percaya diri dengan kemampuan saya. Tetapi, saat skor utk kemarin muncul, skornya mepeset dari perkiraan saya, dan $saya merasa gagal dalam usaha saya selama ini.$","Before UTBK, my score progress was satisfactory, I was confident in my abilities. However, when the score for yesterday appeared, the score was lower than I expected, and I felt like I had failed in my efforts so far.",RAW-ORI,Labeling,Labeling
"Orang tua saya merasa bahwa saya berbakat dalam menggambar akhirnya saya diarahkan untuk bersekolah di SMK alih² di SMA. Namun saya tidak merasa seperti itu, $saya selalu merasa kurang dibandingkan teman² lain$ yang sejurusan dengan saya. Dan hal itu membuat saya down","My parents felt that I was talented in drawing, so I was directed to go to vocational school instead of high school. But I don't feel like that, $I always feel less than other friends$ who are in the same line as me. And that brought me down",RAW-ORI,Labeling,Labeling
$Saya tidak merasa cukup baik dalam apapun$,$I don't feel good enough at anything$,RAW-ORI,Labeling,Labeling
Saat Saya mendapat nilai jelek saat kuliah $Saya berpikir bahwa Saya sangat tidak bisa melakukan matkul tersebut.$,"When I got bad grades in college, I thought that I really couldn't do that class",RAW-ORI,Labeling,Labeling
"Ketika saya menjadi ketua dalam suatu event di kampus saya, hampir seluruh kesalahan kecil akan sangat berdampak kepada saya dan pikiran saya membuatnya lebih buruk daripada yang terjadi sebenarnya, hingga saya terkadang berpikir bahwa $saya gagal menjadi sosok “Ketua”$","When I was chairman of an event on my campus, almost every small mistake would have a big impact on me and my mind would make it worse than what actually happened, to the point where I sometimes thought that $I failed to be a “Chairman”$",RAW-ORI,Labeling,Labeling
$saya merasa diri saya kurang menarik karena jerawatan$,$I feel I am less attractive because I have acne$,RAW-ORI,Labeling,Labeling
$saya merasa selalu grogi di muka umum$,$I feel always nervous in public$,RAW-ORI,Labeling,Labeling
"Saya sekarang sedang membesar besarkan sisi kelam saya pada diri saya sendiri, dimana $saya selalu percaya saya tidak dihargai, saya tidak menarik, saya tidak berkompeten$, hal ini saya rasakan mulai dari saya dibangku SMP.","I am now exaggerating my dark side in myself, where I always believe I am not appreciated, I am not attractive, I am not competent, I have felt this since I was in junior high school.",RAW-ORI,Labeling,Labeling
"Aku pernah ikut lomba cipta puisi nasional pada awal masuk SMA, namun aku tidak menang. Aku sangat kecewa, dan $pada saat itu sempat berpikir aku tidak pantas menang karena tidak pernah berusaha serius$ walaupun dalam pandangan orang lain aku sudah berusaha untuk itu","I took part in a national poetry competition when I started high school, but I didn't win. I was very disappointed, and at that time I thought I didn't deserve to win because I never tried seriously, even though in the eyes of other people I had tried to do it.",RAW-ORI,Labeling,Labeling
$Saya selalu memiliki impostor syndrome dalam bidang kerja/akademik saya.$,$I always have impostor syndrome in my work/academic field.$,RAW-ORI,Labeling,Labeling
"sewaktu sma, $saat gagal dalam satu perlombaan saya merasa sangat bodoh dan tidak bisa apa apa$, padahal nyatanya dalam perlombaan lain saya bisa memenangkan, dan bahkan saya memiliki nilai yg cukup memuaskan hingga dapat menjadi rangking kelas dan siswa eligible","When I was in high school, when I failed in one competition I felt very stupid and couldn't do anything, even though in fact I could win in other competitions, and I even had grades that were satisfactory enough to be in class rank and an eligible student.",RAW-ORI,Labeling,Labeling
"$saya selalu berpikir bahwa saya org yang menyusahkan org lain$, walaypun org lain tdk merasakan itu","$I always think that I am a person who causes trouble to other people, even though other people don't feel that way",RAW-ORI,Labeling,Labeling
$Saya sering merasa saya sangat bodoh ketika saya salah memahami sesuatu$ ataupun tidak mengetahui sesuatu.,$I often feel like I'm very stupid when I misunderstand something$ or don't know something.,RAW-ORI,Labeling,Labeling
"saya sadar bahwa saya memang memiliki kekurangan dalam bidang akademik yaitu pada mata pelajaran matematika, tapi diluar kekurangan itu saya tetap mencoba dan berusaha agar saya bisa lebih baik lagi. Saya bersyukur karena dianugerahkan kelebihan dalam bidang seni; bernyanyi, bermain alat musik dan juga sedikit kelebihan when it comes to talking in english, tapi semua itu bisa terhapus dan hilang dalam sekejap jika niai kesenian saya ternyata terlampau lebih kecil jika dibandingkan dengan teman-teman, saya akan merasa tidak memiliki kelebihan apapun, $saya orang yang hanya memiiki kekurangan dan tidak ada yang bisa saya banggakan.$","I am aware that I do have shortcomings in the academic field, namely in mathematics, but apart from that deficiency I still try and strive so that I can be better. I am grateful for being blessed with advantages in the field of art; singing, playing musical instruments and also a few advantages when it comes to talking in English, but all of that can be erased and lost in an instant if my artistic value turns out to be too small compared to my friends, I will feel like I don't have any advantages, $ I am a person who only has shortcomings and there is nothing I can be proud of.",RAW-ORI,Labeling,Labeling
